Faculty Name,University,Conference,Category,Score,Source File,Matched
Greg Shakhnarovich,TTI Chicago,CVPR,Computer Vision & Image Processing,0.3,CVPR2024_621_fulln.csv,Yes
Gregory J. Zelinsky,Stony Brook University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Guanbin Li,Sun Yat-sen University,CVPR,Computer Vision & Image Processing,0.4027777777777778,CVPR2024_621_fulln.csv,Yes
Guangming Shi,Xidian University,CVPR,Computer Vision & Image Processing,0.5666666666666667,CVPR2024_621_fulln.csv,Yes
Guanying Chen,CUHK (SZ),CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Gui-Song Xia,Wuhan University,CVPR,Computer Vision & Image Processing,0.3095238095238095,CVPR2024_621_fulln.csv,Yes
Guiguang Ding,Tsinghua University,CVPR,Computer Vision & Image Processing,0.2666666666666666,CVPR2024_621_fulln.csv,Yes
Gunhee Kim,Seoul National University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Guo-Jun Qi,University of Central Florida,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Guosheng Lin,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Gyeong-Moon Park,Kyung Hee University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Haggai Maron,Technion,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Hai Helen Li,Duke University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Haitham Hassanieh,EPFL,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
Hakan Bilen,University of Edinburgh,CVPR,Computer Vision & Image Processing,1.569047619047619,CVPR2024_621_fulln.csv,Yes
Hamed Hassani,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Hamid Rezatofighi,Monash University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Han-Jia Ye,Nanjing University,CVPR,Computer Vision & Image Processing,0.3928571428571428,CVPR2024_621_fulln.csv,Yes
Hanghang Tong,Univ. of Illinois at Urbana-Champaign,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Hannaneh Hajishirzi,University of Washington,CVPR,Computer Vision & Image Processing,0.1294117647058823,CVPR2024_621_fulln.csv,Yes
Hans-Peter Kriegel,LMU Munich,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Hanspeter Pfister,Harvard University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Hanwang Zhang,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
Hany Farid,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,1.25,CVPR2024_621_fulln.csv,Yes
Hao Su 0001,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.1538461538461538,CVPR2024_621_fulln.csv,Yes
Hari Balakrishnan,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Harish G. Ramaswamy,IIT Madras,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Hazel Doughty,Leiden University,CVPR,Computer Vision & Image Processing,0.1909090909090909,CVPR2024_621_fulln.csv,Yes
Helge Rhodin,University of British Columbia,CVPR,Computer Vision & Image Processing,0.5333333333333333,CVPR2024_621_fulln.csv,Yes
Heng Huang,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Heng Tao Shen,Tongji University,CVPR,Computer Vision & Image Processing,0.2857142857142857,CVPR2024_621_fulln.csv,Yes
Henghui Ding,Fudan University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Hengshuang Zhao,University of Hong Kong,CVPR,Computer Vision & Image Processing,0.4678571428571428,CVPR2024_621_fulln.csv,Yes
Henry Fuchs,University of North Carolina,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Herke van Hoof,University of Amsterdam,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Hideo Saito,Keio University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Hisham Cholakkal,MBZUAI,CVPR,Computer Vision & Image Processing,0.6845238095238095,CVPR2024_621_fulln.csv,Yes
Holly E. Rushmeier,Yale University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Hongbin Zha,Peking University,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_621_fulln.csv,Yes
Hongdong Li,Australian National University,CVPR,Computer Vision & Image Processing,0.3095238095238095,CVPR2024_621_fulln.csv,Yes
Hongxia Yang,The Hong Kong Polytechnic University,CVPR,Computer Vision & Image Processing,0.1,CVPR2024_621_fulln.csv,Yes
Horst Bischof,Graz University of Technology,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Huanhuan Chen,USTC,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Huijing Zhao,Peking University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Hujun Bao,Zhejiang University,CVPR,Computer Vision & Image Processing,1.1369047619047616,CVPR2024_621_fulln.csv,Yes
Humphrey Shi,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Hung-Kuo Chu,National Tsing Hua University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Hwann-Tzong Chen,National Tsing Hua University,CVPR,Computer Vision & Image Processing,1.2,CVPR2024_621_fulln.csv,Yes
Hyung Jin Chang,University of Birmingham,CVPR,Computer Vision & Image Processing,0.45,CVPR2024_621_fulln.csv,Yes
Iacopo Masi,Sapienza University of Rome,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Ian Stavness,University of Saskatchewan,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Igor Gilitschenski,University of Toronto,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Il-Chul Moon,KAIST,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Imari Sato,National Institute of Informatics,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
In So Kweon,KAIST,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Ioannis Gkioulekas,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Ioannis Mitliagkas,University of Montreal,CVPR,Computer Vision & Image Processing,2.2857142857142856,CVPR2024_621_fulln.csv,Yes
Ira Kemelmacher-Shlizerman,University of Washington,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Irina Rish,University of Montreal,CVPR,Computer Vision & Image Processing,0.5357142857142857,CVPR2024_621_fulln.csv,Yes
Ismail Ben Ayed,ETS Montreal,CVPR,Computer Vision & Image Processing,1.7095238095238094,CVPR2024_621_fulln.csv,Yes
Ivan Laptev,MBZUAI,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
J. P. Lewis 0001,Victoria University of Wellington,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Jaakko Lehtinen,Aalto University,CVPR,Computer Vision & Image Processing,0.8333333333333333,CVPR2024_621_fulln.csv,Yes
Jack Valmadre,University of Adelaide,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Jacob Andreas,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.3928571428571428,CVPR2024_621_fulln.csv,Yes
Jacob Goldberger,Bar-Ilan University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Jacob Steinhardt,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.7435897435897435,CVPR2024_621_fulln.csv,Yes
Jaemin Yoo,KAIST,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Jaesik Park,Seoul National University,CVPR,Computer Vision & Image Processing,1.0833333333333333,CVPR2024_621_fulln.csv,Yes
Jaewoo Kang,Korea University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
James F. O'Brien,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
James Hays,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,2.5250000000000004,CVPR2024_621_fulln.csv,Yes
Jean Ponce,Ecole Normale Superieure,CVPR,Computer Vision & Image Processing,0.5833333333333333,CVPR2024_621_fulln.csv,Yes
Jeannette Bohg,Stanford University,CVPR,Computer Vision & Image Processing,0.719047619047619,CVPR2024_621_fulln.csv,Yes
Jens Petersen,University of Copenhagen,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Jeong Joon Park,University of Michigan,CVPR,Computer Vision & Image Processing,0.1,CVPR2024_621_fulln.csv,Yes
Jeremias Sulam,Johns Hopkins University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Jesse Davis,KU Leuven,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Ji-Rong Wen,Renmin University of China,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Jia Deng 0001,Princeton University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Jiajun Wu 0001,Stanford University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Jian-Huang Lai,Sun Yat-sen University,CVPR,Computer Vision & Image Processing,0.7833333333333333,CVPR2024_621_fulln.csv,Yes
Jianbo Shi,University of Pennsylvania,CVPR,Computer Vision & Image Processing,1.3333333333333333,CVPR2024_621_fulln.csv,Yes
Jianghong Ma,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Jianhuang Lai,Sun Yat-sen University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Jiatao Gu,University of Pennsylvania,CVPR,Computer Vision & Image Processing,1.444047619047619,CVPR2024_621_fulln.csv,Yes
Jiaya Jia,HKUST,CVPR,Computer Vision & Image Processing,2.33968253968254,CVPR2024_621_fulln.csv,Yes
Jie Ren,College of William and Mary,CVPR,Computer Vision & Image Processing,0.2916666666666666,CVPR2024_621_fulln.csv,Yes
Jihun Hamm,Tulane University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Jimmy Ba,University of Toronto,CVPR,Computer Vision & Image Processing,2.0,CVPR2024_621_fulln.csv,Yes
Jinghui Chen,Pennsylvania State University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Jingkuan Song,Tongji University,CVPR,Computer Vision & Image Processing,0.5595238095238095,CVPR2024_621_fulln.csv,Yes
Jingya Wang,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.375,CVPR2024_621_fulln.csv,Yes
Jingyi Yu,ShanghaiTech University,CVPR,Computer Vision & Image Processing,2.350396825396825,CVPR2024_621_fulln.csv,Yes
Jingyong Su,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Jinjian Wu,Xidian University,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
Jinwei Gu,Chinese University of Hong Kong,CVPR,Computer Vision & Image Processing,0.5833333333333333,CVPR2024_621_fulln.csv,Yes
Jinwei Ye,George Mason University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Jiri Matas,Czech Technical University,CVPR,Computer Vision & Image Processing,3.083333333333333,CVPR2024_621_fulln.csv,Yes
Jishen Zhao,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Jitendra Malik,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,3.345238095238096,CVPR2024_621_fulln.csv,Yes
Joachim Denzler,Friedrich Schiller University Jena,CVPR,Computer Vision & Image Processing,1.25,CVPR2024_621_fulln.csv,Yes
Joachim Weickert,Saarland University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Joan Bruna,New York University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
John Aloimonos,University of Maryland - College Park,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
John E. Hopcroft,Cornell University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
John L. Barron,Western University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Jonathan Kelly,University of Toronto,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Jonathan Ragan-Kelley,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Jong Chul Ye,KAIST,CVPR,Computer Vision & Image Processing,0.8500000000000001,CVPR2024_621_fulln.csv,Yes
Jonghyun Choi,Seoul National University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Jongwoo Lim,Seoul National University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Jose Dolz,ETS Montreal,CVPR,Computer Vision & Image Processing,0.7333333333333333,CVPR2024_621_fulln.csv,Yes
Josef Kittler,University of Surrey,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Josef Sivic,Czech Technical University,CVPR,Computer Vision & Image Processing,1.9833333333333336,CVPR2024_621_fulln.csv,Yes
Joseph Keshet,Technion,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
José Dolz,ETS Montreal,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Joydeep Biswas,University of Texas at Austin,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Juanzi Li,Tsinghua University,CVPR,Computer Vision & Image Processing,0.05,CVPR2024_621_fulln.csv,Yes
Judy Hoffman,Georgia Institute of Technology,CVPR,Computer Vision & Image Processing,1.0416666666666663,CVPR2024_621_fulln.csv,Yes
Juergen Gall,University of Bonn,CVPR,Computer Vision & Image Processing,0.5928571428571429,CVPR2024_621_fulln.csv,Yes
Jun-Yan Zhu,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,2.444047619047619,CVPR2024_621_fulln.csv,Yes
Junchi Yan,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Jungong Han,University of Sheffield,CVPR,Computer Vision & Image Processing,0.825,CVPR2024_621_fulln.csv,Yes
Junhui Hou,City University of Hong Kong,CVPR,Computer Vision & Image Processing,0.8333333333333333,CVPR2024_621_fulln.csv,Yes
Junjun Jiang,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.375,CVPR2024_621_fulln.csv,Yes
Juntao Li,Soochow University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Junwei Han,NWPU,CVPR,Computer Vision & Image Processing,1.269047619047619,CVPR2024_621_fulln.csv,Yes
Junxian He,HKUST,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Junzhou Huang,University of Texas at Arlington,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_621_fulln.csv,Yes
Justin Johnson 0001,University of Michigan,CVPR,Computer Vision & Image Processing,0.0833333333333333,CVPR2024_621_fulln.csv,Yes
Justus Thies,TU Darmstadt,CVPR,Computer Vision & Image Processing,2.5,CVPR2024_621_fulln.csv,Yes
Jürgen Gall,University of Bonn,CVPR,Computer Vision & Image Processing,0.4285714285714285,CVPR2024_621_fulln.csv,Yes
Kai Li 0001,Princeton University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Kai-Wei Chang,Univ. of California - Los Angeles,CVPR,Computer Vision & Image Processing,0.5333333333333333,CVPR2024_621_fulln.csv,Yes
Kaiming He,Massachusetts Institute of Technology,CVPR,Computer Vision & Image Processing,9.766666666666666,CVPR2024_621_fulln.csv,Yes
Kaiyang Zhou,Hong Kong Baptist University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Kanchana Thilakarathna,University of Sydney,CVPR,Computer Vision & Image Processing,0.6666666666666666,CVPR2024_621_fulln.csv,Yes
Kannappan Palaniappan,University of Missouri,CVPR,Computer Vision & Image Processing,0.3,CVPR2024_621_fulln.csv,Yes
Karan Ahuja,Northwestern University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Karan Singh,University of Toronto,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Karen Livescu,TTI Chicago,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Karen Yeung,University of Birmingham,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Karl Tuyls,University of Liverpool,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Katerina Fragkiadaki,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Katharina Morik,TU Dortmund,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Kavita Bala,Cornell University,CVPR,Computer Vision & Image Processing,0.5833333333333333,CVPR2024_621_fulln.csv,Yes
Kede Ma,City University of Hong Kong,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Kevin Fu,Northeastern University,CVPR,Computer Vision & Image Processing,0.1111111111111111,CVPR2024_621_fulln.csv,Yes
Kevin Smith,KTH Royal Institute of Technology,CVPR,Computer Vision & Image Processing,0.8999999999999999,CVPR2024_621_fulln.csv,Yes
Klaus D. Tönnies,University of Magdeburg,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Ko Nishino,Kyoto University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Kobus Barnard,University of Arizona,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Koby Crammer,Technion,CVPR,Computer Vision & Image Processing,0.4166666666666666,CVPR2024_621_fulln.csv,Yes
Konrad Schindler,ETH Zurich,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Konstantinos Karantzalos,NTUA,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Kostas Daniilidis,University of Pennsylvania,CVPR,Computer Vision & Image Processing,0.65,CVPR2024_621_fulln.csv,Yes
Krishna Murthy Jatavallabhula,Johns Hopkins University,CVPR,Computer Vision & Image Processing,0.5486111111111112,CVPR2024_621_fulln.csv,Yes
Kui Jia,CUHK (SZ),CVPR,Computer Vision & Image Processing,1.1,CVPR2024_621_fulln.csv,Yes
Kuk-Jin Yoon,KAIST,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Kun He 0001,HUST,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Kurt Driessens,Maastricht University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Kwang Moo Yi,University of British Columbia,CVPR,Computer Vision & Image Processing,0.2666666666666666,CVPR2024_621_fulln.csv,Yes
Kwanghoon Sohn,Yonsei University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Kyoung Mu Lee,Seoul National University,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
Kyungwoo Song,Yonsei University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Lan Xu,ShanghaiTech University,CVPR,Computer Vision & Image Processing,0.7361111111111112,CVPR2024_621_fulln.csv,Yes
Lanshun Nie,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_621_fulln.csv,Yes
Laura Dabbish,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Laura Waller,Univ. of California - Berkeley,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
Laurent El Ghaoui,VinUniversity,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Lawrence Carin,Duke University,CVPR,Computer Vision & Image Processing,0.4583333333333333,CVPR2024_621_fulln.csv,Yes
Leida Li,Xidian University,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
Leif Kobbelt,RWTH Aachen University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Leonid Sigal,University of British Columbia,CVPR,Computer Vision & Image Processing,0.6857142857142857,CVPR2024_621_fulln.csv,Yes
Leonidas J. Guibas,Stanford University,CVPR,Computer Vision & Image Processing,0.1538461538461538,CVPR2024_621_fulln.csv,Yes
Lerrel Pinto,New York University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Li Fei-Fei 0001,Stanford University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Li Yi 0001,Tsinghua University,CVPR,Computer Vision & Image Processing,0.1538461538461538,CVPR2024_621_fulln.csv,Yes
Liam Paull,University of Montreal,CVPR,Computer Vision & Image Processing,0.4375,CVPR2024_621_fulln.csv,Yes
Liang Lin,Sun Yat-sen University,CVPR,Computer Vision & Image Processing,0.45,CVPR2024_621_fulln.csv,Yes
Lianli Gao,UESTC,CVPR,Computer Vision & Image Processing,0.3928571428571428,CVPR2024_621_fulln.csv,Yes
Ling Wang,Nova Southeastern University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Ling-Yu Duan,Peking University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Linghe Kong,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Lingjie Liu,University of Pennsylvania,CVPR,Computer Vision & Image Processing,1.995238095238096,CVPR2024_621_fulln.csv,Yes
Lingqiao Liu,University of Adelaide,CVPR,Computer Vision & Image Processing,0.4,CVPR2024_621_fulln.csv,Yes
Lingyang Chu,McMaster University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Lingyu Duan,Peking University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Lior Wolf,Tel Aviv University,CVPR,Computer Vision & Image Processing,1.6166666666666665,CVPR2024_621_fulln.csv,Yes
Liqiang Nie,Harbin Institute of Technology,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Liujuan Cao,Xiamen University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Liwei Wang 0001,Peking University,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Lixin Duan,UESTC,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Lizhen Qu,Monash University,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_621_fulln.csv,Yes
Lizhuang Ma,Shanghai Jiao Tong University,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Long Quan,HKUST,CVPR,Computer Vision & Image Processing,0.6666666666666666,CVPR2024_621_fulln.csv,Yes
Longbo Huang,Tsinghua University,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Lorenzo Bruzzone,University of Trento,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Louis-Philippe Morency,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,1.4999999999999998,CVPR2024_621_fulln.csv,Yes
Lourdes Agapito,University College London,CVPR,Computer Vision & Image Processing,0.4761904761904761,CVPR2024_621_fulln.csv,Yes
Luc Van Gool,ETH Zurich,CVPR,Computer Vision & Image Processing,6.169047619047622,CVPR2024_621_fulln.csv,Yes
Ludwig Schmidt,University of Washington,CVPR,Computer Vision & Image Processing,1.53722617252029,CVPR2024_621_fulln.csv,Yes
Luis von Ahn,Carnegie Mellon University,CVPR,Computer Vision & Image Processing,0.5,CVPR2024_621_fulln.csv,Yes
Luke Zettlemoyer,University of Washington,CVPR,Computer Vision & Image Processing,1.2159090909090908,CVPR2024_621_fulln.csv,Yes
Luu Anh Tuan,Nanyang Technological University,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
M. Salman Asif,Univ. of California - Riverside,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_621_fulln.csv,Yes
Mahdi Soltanolkotabi,University of Southern California,CVPR,Computer Vision & Image Processing,0.5333333333333333,CVPR2024_621_fulln.csv,Yes
Makarand Tapaswi,IIIT Hyderabad,CVPR,Computer Vision & Image Processing,0.1666666666666666,CVPR2024_621_fulln.csv,Yes
Maneesh Agrawala,Stanford University,CVPR,Computer Vision & Image Processing,0.375,CVPR2024_621_fulln.csv,Yes
Mang Ye,Wuhan University,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Manmohan Chandraker,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.5333333333333333,CVPR2024_621_fulln.csv,Yes
Manmohan Krishna Chandraker,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Manolis Savva,Simon Fraser University,CVPR,Computer Vision & Image Processing,2.2594017094017094,CVPR2024_621_fulln.csv,Yes
Marc Alexa,TU Berlin,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Marc Niethammer,Univ. of California - San Diego,CVPR,Computer Vision & Image Processing,0.25,CVPR2024_621_fulln.csv,Yes
Marc Toussaint,TU Berlin,CVPR,Computer Vision & Image Processing,0.0909090909090909,CVPR2024_621_fulln.csv,Yes
Marco Pedersoli,ETS Montreal,CVPR,Computer Vision & Image Processing,0.1428571428571428,CVPR2024_621_fulln.csv,Yes
Marco Tagliasacchi,Politecnico di Milano,CVPR,Computer Vision & Image Processing,0.2,CVPR2024_621_fulln.csv,Yes
Marcus Rohrbach,TU Darmstadt,CVPR,Computer Vision & Image Processing,2.9250000000000003,CVPR2024_621_fulln.csv,Yes
Maria Brbic,EPFL,CVPR,Computer Vision & Image Processing,0.3333333333333333,CVPR2024_621_fulln.csv,Yes
Mario Fritz,CISPA Helmholtz Center,CVPR,Computer Vision & Image Processing,0.5833333333333333,CVPR2024_621_fulln.csv,Yes
Mario Marchand,Université Laval,CVPR,Computer Vision & Image Processing,0.125,CVPR2024_621_fulln.csv,Yes
